output	x1	x2	x3
66.03466701	65.08632243	66.38925018	0.451732998
67.90417236	60.70799256	62.20021361	-0.577331584
74.68549124	69.71103899	63.95179862	0.998587923
74.68184649	66.05579539	64.18896498	-0.319967597
67.00766758	65.30869097	62.47661692	-0.481873875
72.19236332	63.66077484	60.08415247	0.035018977
74.35385156	68.71767512	66.96432121	0.812417077
71.1712482	68.66942865	62.51730147	0.121716523
71.58855725	65.83588775	63.5491253	-0.010323137
68.49517796	63.45853867	65.17786683	-0.132269408
67.83639703	62.40744769	60.14158112	-0.942576529
68.33825076	63.50297125	66.41449297	0.26851421
72.62307309	71.94777283	69.39876217	0.482189774
68.37098916	63.13783184	63.2880654	-0.47339818
66.43692286	63.32378603	63.32915861	-0.079483179
66.54608019	62.43436125	64.17790448	-0.710290129
67.86440592	63.78612062	61.35510533	-0.231035102
68.61192416	65.89814435	67.63629466	-0.489251193
73.92943633	65.61338741	64.82056823	0.369837739
72.62325634	64.4461387	58.98759359	-0.379783601
72.17996842	68.37142255	68.39319367	0.860769928
68.63439613	64.94129563	63.27812322	0.336256139
67.32670338	61.91071115	62.00367551	-0.468612322
66.07396944	62.3760653	60.93989945	-0.363743079
71.04430785	66.57788637	62.65300649	0.485408223
72.03158516	68.70787595	66.93553341	0.491822095
68.50172623	65.86410603	64.50583616	0.136522067
75.90269991	69.46542454	65.39007774	0.869886253
72.69084242	65.15943372	69.23898982	-0.35251528
72.00202426	64.78995994	68.75261002	0.198947052
70.4144865	64.50573755	64.63637464	0.464336989
71.10928706	67.0706631	62.07191158	0.944512621
67.31979817	68.85718045	65.93916096	0.78383181
76.16604354	73.9525814	68.36151593	0.022684719
