8.97	15.60
17.34	8.89
18.48	14.87
4.57	1.93
16.85	13.56
12.12	4.48
6.91	16.02
17.04	8.90
5.23	22.77
23.36	15.68
5.62	12.64
14.35	6.24
19.21	10.10
4.56	3.93
5.40	9.48
22.57	14.18
4.68	9.76
9.11	17.90
4.84	17.58
9.28	15.56
5.50	16.42
6.94	15.92
20.28	11.63
5.38	11.38
20.15	13.16
8.12	16.85
19.14	11.88
18.11	13.97
17.53	15.21
5.20	8.38
15.99	15.66
21.59	12.02
6.62	15.03
14.84	7.55
6.50	14.34
15.88	16.26
19.30	10.31
6.34	18.13
18.98	10.94
16.95	14.26
21.33	13.51
7.03	14.32
18.68	14.78
19.18	12.56
17.63	9.35
8.28	15.43
4.77	11.06
18.55	9.50
19.96	12.05
6.69	15.04
18.88	10.89
6.93	20.18
20.04	12.07
8.88	15.18
10.68	18.11
7.05	14.11
16.52	15.88
20.27	12.02
5.28	16.31
9.70	15.44
7.34	13.09
20.42	12.42
16.72	15.44
7.47	18.40
8.12	16.62
19.78	11.92
20.40	12.80
21.28	13.31
4.78	4.96
7.12	14.89
20.81	12.14
5.41	13.83
14.71	16.75
5.20	8.62
4.62	14.45
6.91	13.67
22.49	14.69
5.14	6.81
19.32	11.40
16.34	8.47
22.05	14.47
21.25	14.69
7.95	16.76
3.55	2.87
5.85	16.39
6.06	14.08
21.83	14.04
5.19	3.17
17.76	10.57
8.50	17.37
20.58	12.62
10.29	18.45
16.70	9.66
17.30	15.36
4.67	2.56
4.89	12.12
16.54	8.20
15.97	9.71
15.46	8.12
19.46	11.37
8.39	16.21
3.52	12.16
8.82	18.18
4.72	-1.42
23.60	14.60
8.39	16.35
4.88	20.50
17.78	15.18
8.56	17.62
15.42	16.44
5.29	12.40
15.01	7.52
23.00	15.55
6.64	13.01
22.08	13.48
22.22	12.95
5.20	12.53
22.99	14.17
8.29	18.14
21.69	13.06
15.97	15.95
8.22	17.50
5.20	8.13
18.10	12.50
17.89	14.84
21.49	12.86
9.54	19.25
5.37	1.85
9.34	18.01
17.35	15.27
8.87	14.41
20.03	10.77
16.26	15.24
5.77	9.01
16.55	14.72
7.92	19.38
20.90	13.50
8.11	16.06
21.91	14.19
21.11	12.87
23.40	15.48
8.91	16.88
4.77	-0.15
7.68	17.38
16.73	7.96
9.00	13.94
4.53	15.36
18.49	13.11
19.85	10.52
17.69	10.51
17.40	9.49
17.34	14.54
23.08	13.25
17.80	10.02
8.24	16.25
19.26	13.65
4.96	8.25
19.93	12.42
8.83	15.45
16.91	16.21
20.53	12.67
22.92	16.88
9.94	15.70
10.09	15.16
8.72	16.23
20.38	12.97
19.32	11.47
5.59	4.76
5.58	12.81
26.55	18.94
9.03	18.82
6.79	16.11
18.23	10.88
22.08	13.60
18.29	13.63
21.41	13.05
15.95	16.27
4.98	9.50
3.98	8.12
18.29	10.25
20.62	12.34
18.80	13.51
19.47	11.44
18.16	14.68
8.49	14.90
19.82	10.77
7.17	17.08
17.84	10.08
7.58	15.68
4.69	12.06
15.08	15.53
24.94	17.05
6.05	14.21
7.30	18.08
5.31	3.58
19.12	10.26
24.16	16.47
25.11	15.75
17.69	10.13
18.78	10.18
16.77	10.15
7.76	16.47
5.93	-0.38
17.49	14.41
22.20	14.10
27.69	19.26
8.72	16.57
3.75	13.69
17.13	14.02
21.36	12.69
19.31	11.19
21.57	14.07
17.93	15.08
16.12	15.16
7.64	13.01
17.03	14.91
10.77	17.14
15.47	16.10
20.95	12.20
